refid,unittitle,unitdate,container_type,container_label,extent,extent_desc,note_title,note_text,persname_1,persname_2,persname_3,persname_4
ref1308,Digital Cinematography,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/301/goldberg.joseph.2001.thesis.doc.PDF,Joseph Goldberg,,,
ref1309,Pin Cushion Forum,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/302/goldberg.miriam.1996.thesis.doc.PDF,Miriam Goldberg,,,
ref1310,People Link,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/303/goldman.andrew.1993.thesis.doc.PDF,Andrew Goldman,,,
ref1311,Jonny in the Machine,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/304/goldstein.jonny.2004.thesis.doc.PDF,Jonny Goldstein,,,
ref1312,Smart Toys for Smart Babies,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/305/goldstein.rachel.2000.thesis.doc.PDF,Rachel Goldstein,,,
ref1313,Software Definition for the IAP Console,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/306/gomes.charlene.1988.thesis.doc.PDF,Charlene Gomes,,,
ref1314,"The Lion, the Witch, and the Wardrobe",2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/307/gomes.happy.2002.thesis.DOC.PDF,Happy Gomes,,,
ref1315,An Island in Limbo: an educational website on the political and historical perspective on the status question of the island of Puerto Rico,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/308/gonzalez.benjamin.2002.thesis.doc.PDF,Benjamin Gonzalez,,,
ref1316,Hacking Couture,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/309/gonzalez.giana.2006.thesis.doc.PDF,Giana Gonzalez,,,
ref1317,Fiasco: a hybrid game,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/310/goodman.elizabeth.2003.thesis.doc.PDF,Elizabeth Goodman,,,
ref1318,Untitled,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/311/gottenberg.amy.1994.thesis.PDF,Amy Gottenberg,,,
ref1319,YORB: a virtual community,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/312/gottenberg.amy.1996.thesis.doc.PDF,Amy Elyse Gottenberg,,,
ref1320,Security and Privacy on the Internet,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/313/grady.susan.1994.thesis.doc.PDF,Susan Grady,,,
ref1321,High Definition Television: developing and implementing a viable system for the United States,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/314/gray.cynthia.1989.thesis.doc.PDF,Cynthia Gray,,,
ref1322,The Reiki Project,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/315/green.eric.2002.thesis.DOC.PDF,Eric Green,,,
ref1323,GLIS: the gay and lesbian information system,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/316/green.gwen.1994.thesis.doc.PDF,P. Gwen Green,,,
ref1324,Soundz Scape,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/317/green.kyle.2003.thesis.DOC.PDF,Kyle Green,,,
ref1325,Who/Where/When/Why Ya Gonna Call: telecommunications and the psychology of privacy in the U.S.,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/318/greenberg.lawrence.1985.thesis.doc.PDF,Lawrence Greenberg,,,
ref1326,"International Telecommunications: competition, cooperation and compromise - the challenge to INTELSAT",1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/319/greenky.sharmon.1988.thesis.doc.PDF,Sharmon Greenky,,,
ref1327,"Interactive Marketing: which medium, what message?",1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/320/greenstein.howard.1995.thesis.doc.PDF,Howard Greenstein,,,
ref1328,Untitled,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/321/greer.heather.2002.thesis.doc.PDF,Heather Greer,,,
ref1329,Report from the Dinosaur: ABC enters the digital age,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/322/griffin.joan.1994.thesis.PDF,Joan Griffin,,,
ref1330,Untitled,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/323/griffin.joan.1996.thesis.doc.PDF,Joan Griffin,,,
ref1331,Projects (x - s) Time,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/324/grimm.jonathan.2001.thesis.doc.PDF,Jonathan Grimm,,,
ref1332,yOUTh,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/325/gross.jeffrey.1997.thesis.doc.PDF,Jeffrey Gross,,,
ref1333,Smelt.com,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/326/grove.richard.1996.thesis.doc.PDF,Richard Grove,,,
ref1334,Match-map.com,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/327/gu.yoonhoe.2005.thesis.doc.PDF,Yoonhoe Gu,,,
ref1335,PedalPlay : motivating children with autism to ride a stationary bicycle,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/328/guerrero.joey.2006.thesis.DOC.PDF,Joey Guerrero,,,
ref1336,Businessline: the global race - the development of a trial business television broadcast,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/329/guiragos.edward.1991.thesis.doc.PDF,Edward Guiragos,,,
ref1337,"Interactive Laserdisc Kiosk : ""Unique Survival""",1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/330/halpern.murray.1991.thesis.doc.PDF,Murray Halpern,,,
ref1338,Hypershelf : linking books,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/331/hong.anne.2007.thesis.doc.PDF,Anne Hong,,,
ref1339,Beyond [boundaries] : a proposal for an art & community based project,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/332/kalal.rani.1999.thesis.doc.2.PDF,Rani Kalal,,,
ref1340,Beyond [boundaries] : a proposal for an art & community based project,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/333/kalal.rani.1999.thesis.doc.PDF,Rani Kalal,,,
ref1341,MoodBox,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/334/kaplan.iteris.2007.thesis.doc.PDF,Ilteris Kaplan,,,
ref1342,CINE : Collaborative Immersive Networked Environment,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/335/kirov.miro.2005.thesis.doc.PDF,Miro Kirov,,,
ref1343,The Wild Garden on a Remote Planet : a collaborative networked ecosystem,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/336/lawson.cynthia.2001.thesis.doc.PDF,Cynthia Lawson,,,
ref1344,Apt. 2B,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/337/lim.tsam.2002.thesis.doc.PDF,Tsam Lim,,,
ref1345,Iran Connect,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/338/marashi.parastou.2007.thesis.doc.PDF,Parastou Marashi,,,
ref1346,The Economic Application of Digital Encryption Technology,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/339/markowitz.gary.1994.thesis.PDF,Gary  Markowitz,,,
ref1347,Stanley Kubrick,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/340/marshall.caroline.1998.thesis.doc.PDF,Caroline Marshall,,,
ref1348,Corporate Electronic Mail : a review of computer-based electronic messaging systems,1982,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/341/mcfadden.jack.1982.thesis.doc.PDF,Jack McFadden,,,
ref1349,Kids and Community,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/342/mcgarity.shannon.1995.thesis.doc.PDF,Shannon McGarity,,,
ref1350,The Multi-Tenant Shared Systems Marketplace,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/343/mckenna.laura.1985.thesis.doc.PDF,Laura McKenna,,,
ref1351,Coming Around the Mountain : broadband microwave wireless and competition in the local exchange,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/344/megalli.michael.1998.thesis.doc.PDF,Michael Megalli,,,
ref1352,"The Digital Divide : a study of on-line representation, access and use of computer technology by under-privileged teenagers in Harlem",2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/345/meijer.kim.2000.thesis.doc.PDF,Kim Meijer,,,
ref1353,ITP Infotracks,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/346/mizohata.takashi.2005.thesis.doc.PDF,Takashi Mizohata,,,
ref1354,The Lower East Site,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/347/ortiz.maria.1999.thesis.doc.PDF,Maria Ortiz,,,
ref1355,"WebFaucet : building a premium, privacy-centric ISP",2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/348/palmarini.nancy.2000.thesis.doc.PDF,Nancy Palmarini,,,
ref1356,Design and Play : how games create meaning,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/349/pratt.joseph.2007.thesis.doc.PDF,Charles Pratt,,,
ref1357,Pegasus,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/350/psomiades.maria.1998.thesis.doc.PDF,Maria Psomiades,,,
ref1358,Interactive Handshake,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/351/ramos.jorgette.1998.thesis.doc.PDF,Jorgette Ramos,,,
ref1359,www.rutigliano.com,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/352/ruitgliano.bonita.1997.thesis.doc.PDF,Bonita Ruitgliano,,,
ref1360,www.rutigliano.com,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/353/ruitgliano.bonita.1997.thesis.PDF,Bonita Rutigliano,,,
ref1361,Opportunities and Constraints for Content Providers During the Digital Television Transition,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/354/schneider.andrew.1998.thesis.doc.2.PDF,Andrew Schneider,,,
ref1362,Opportunities and Constraints for Content Providers During the Digital Television Transition,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/355/schneider.andrew.1998.thesis.doc.PDF,Andrew Schneider,,,
ref1363,Untitled,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/356/schultzberg.rhea.1988.thesis.doc.PDF,Rhea Schultzberg,,,
ref1364,The Distances are Gone : using internet tools for the development of a web site,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/357/schwartzman.michel.1996.thesis.doc.PDF,Michael Schwartzman,,,
ref1365,"The Threats, Vulnerabilities and Controls Associated with Communication Facilities",1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/358/sealy.rawle.1987.thesis.doc.PDF,Rawle Sealy,,,
ref1366,Survey of the Home Video Market,1982,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/359/smolen.william.1982.thesis.doc.PDF,William Smolen,,,
ref1367,Escape from Cadaver Cavern,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/360/sprafka.craig.1999.thesis.doc.PDF,Craig Sprafka,,,
ref1368,Electronic Marketing : marketing and technology in supermarkets,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/361/stack.greg.1991.thesis.doc.PDF,Greg Stack,,,
ref1369,The I-Way & W3: What Really Going On!,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/362/sussis.don.1995.thesis.doc.2.PDF,Don Sussis,,,
ref1370,Money in the Age of Information,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/363/sussis.don.1997.thesis.doc.PDF,Don Sussis,,,
ref1371,Telepethink Pro 3.2,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/364/tal.mirit.2006.thesis.doc.PDF,Mirit Tal,,,
ref1372,Shakesperience! : a theatre education and entertainment concept,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/365/taylor.jason.1997.thesis.doc.PDF,Jason Taylor,,,
ref1373,The NYS-DSS/HRA Teleconference Study : an empirical approach to needs assessment,1983,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/366/thompson.joyce.1983.thesis.doc.PDF,Joyce Thompson,,,
ref1374,FriendlySpaces : java application,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/367/vasilyev.jenny.1999.thesis.doc.PDF,Jenny Vasilyev,,,
ref1375,Digital Delivery,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/368/woolery.reginald.1997.thesis.doc.2.PDF,Reginald Woolery,,,
ref1376,Digital Delivery,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/369/woolery.reginald.1997.thesis.doc.PDF,Reginald Woolery,,,
ref1377,Bridging the Gap,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/370/xu.xu.2004.thesis.doc.PDF,Xu Xu,,,
ref1378,Bridging the Gap,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/371/xu.xu.2004.thesis.PDF,Xu Xu,,,
ref1379,"Interactive Installation : the early years, from mechanical to digital age",2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/372/yen.huachu.2001.thesis.doc.PDF,Hua-Chu Yen,,,
ref1380,Manipulated City : the production and analysis of the interactive movie,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/373/yokoyama.hidenori.2001.thesis.doc.PDF,Hidenori Yokoyama,,,
ref1381,Decay Tour,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/374/ainsile.thomas.2005.thesis.doc.PDF,Thomas Ainslie,,,
ref1382,Evolution: the enhanced comic,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/375/alfonse.antonaglia.2005.thesis.doc.PDF,Alfonse Antonaglia,,,
ref1383,Angel of History,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/376/altararz.doron.2004.thesis.doc.PDF,Doron Altaratz,,,
ref1384,Diya,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/377/aranka.israni.2006.thesis.PDF,Aranka Israni,,,
ref1385,Electronic Democracy: three paradigms,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/378/bardova.vera.1992.thesis.PDF,Vera Bradova,,,
ref1386,Norigo: a multiplayer biofeedback video game,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/379/anderson.rolf.2007.thesis.doc.PDF,Rolf Andersen,,,
